1.325566285399786004e+01,-3.970880861264137973e+00,2.796957399066389183e+00,-6.344108737785999708e+00,2.401727580396546458e+01,-1.869708670947858664e+01,2.112820329612818071e+01,-1.850131415795742740e+01,-8.395744251919514678e-01,-1.619135682854891201e+01
-2.635743647225855568e+01,7.110443514414558130e+00,1.687068502532473957e+01,4.426740606136450040e+00,1.514572636786664006e+01,1.724835055725162292e+01,-1.254747288393561888e+01,1.748664126607351221e+01,-9.131460681140715963e+00,-2.045252504222171552e+01
-3.576196459710601516e+00,-1.864994226766051710e+01,2.464342959685570023e+01,-1.497829331060755820e+01,-9.286028489287989629e+00,8.377791043406007887e+00,4.414908720085627181e+00,-1.287090315764177895e+01,1.558678070371517066e+01,-1.747846514607886981e-01
-2.320319950423917277e+01,8.301919378586811504e+00,1.609540929277784116e+01,7.643220339015348586e+00,1.691414324980353712e+01,1.664927981483572239e+01,-8.603660797977601860e+00,1.601208242276086224e+01,-1.137388067797179048e+01,-2.114290245631429954e+01
9.998677176760004670e+00,-6.400199390000782529e-01,2.602076920545007610e+00,-4.334786817205754872e+00,2.233660712131458936e+01,-2.344609214657268126e+01,2.081825495038815532e+01,-1.743750823505303416e+01,-6.372336640048210654e-01,-1.641338385099496477e+01
-1.535877394309005695e+01,1.437521388914581255e+00,1.957522507089556285e+01,2.025327515955296320e+01,1.686584352384195640e+01,1.353302824897560264e+00,1.593835788955446198e+01,2.011884441814057567e+01,1.689587128065766208e+01,-1.072192100096971634e+00
-2.436438776440662934e+01,1.420453216176701794e+01,-2.240341143574478622e+01,6.723512084732355731e+00,-2.652957975398919288e+01,2.221769910818036919e+01,-3.696049556235073474e+00,-1.223337846102235460e+01,-1.689758245234907008e+01,-3.074763105726425749e+00
-7.924640230340775915e+00,-2.009475249671708497e+01,2.399354476929786273e+01,-1.835268424927238584e+01,-1.135751629690960307e+01,1.263954058263197489e+01,7.635513640728035512e+00,-1.366034481257153210e+01,1.688555070764682853e+01,1.109626130223407614e+00
-2.124926188252567627e+01,1.347012681748686447e+01,-1.945803379345899842e+01,6.543580370281732783e+00,-2.197695312720585648e+01,2.299524737650020256e+01,-4.121776842890040093e+00,-1.109340330482848103e+01,-1.276767244691926351e+01,-7.510161763277315217e+00
-2.261241802891430908e+01,6.255525074881727932e+00,1.877520197396733437e+01,4.546477672938021186e+00,1.419386668970647314e+01,1.450135594790096327e+01,-9.140545078406541180e+00,1.885452117659595928e+01,-1.043753597675326006e+01,-1.907119313567512364e+01
-2.328038657450024829e+01,1.455382793427820509e+01,-2.138355287133146021e+01,9.675161674070666962e+00,-2.320929516445161767e+01,2.460299529598009727e+01,-3.983055574388230102e+00,-1.309783437316225729e+01,-1.558756132640810677e+01,-5.450457591615045061e+00
-2.218344666172108859e+01,6.137878419906331651e+00,2.012708925001212634e+01,4.127810962227995262e+00,1.498819571899330150e+01,1.727221291102539524e+01,-1.351906111635741325e+01,1.683333998901628092e+01,-1.316332994194309336e+01,-1.483597370170175012e+01
-1.999249191442817519e+01,2.453020681933393288e-01,1.877912348026310951e+01,1.938213798254859910e+01,1.637338508378665125e+01,-2.511152823725971706e-01,1.536155363367918802e+01,2.017465938236567524e+01,1.196546227088552783e+01,-1.416105442094927280e+00
-6.422745817937680179e+00,-2.121313679780754669e+01,2.604750496886403610e+01,-1.901038624189563464e+01,-1.229385660028315996e+01,1.212579234222445734e+01,5.020591487571819833e+00,-1.506399223774038276e+01,1.228100718269636893e+01,-6.914563169956891020e-01
-6.775188000448003400e+00,-1.743762983406116263e+01,2.181519585955565077e+01,-1.877044799827495325e+01,-1.097816086026031179e+01,9.950658147263995446e+00,5.420078528438940779e+00,-1.319501572446646342e+01,1.669610116998702054e+01,3.905859416826973352e-03
-1.566098961334647832e+01,2.099882677506639261e+00,2.111488120612025554e+01,1.926552835348041981e+01,1.663550114127450996e+01,-1.652971745424477445e-01,1.559854555281762778e+01,2.348325826747404221e+01,1.620486399254606624e+01,-3.414182997367989358e-01
-2.507666496222960717e+01,1.481117829827926968e+01,-1.963615416282819126e+01,6.642876972052228268e+00,-2.347260994914228149e+01,2.088773120724389543e+01,-1.640562936338862521e+00,-9.668302133480338512e+00,-1.813185968204566834e+01,-4.731664082935668425e+00
-2.594676067702219058e+01,7.658285262742096755e+00,1.767505600521267439e+01,5.441775416138364463e+00,1.526235322813365336e+01,1.226790421684018995e+01,-1.274118135211749170e+01,1.590158691664039559e+01,-1.070452522914846405e+01,-1.757183992336528888e+01
-8.802838074758925657e+00,-2.109470300101290618e+01,2.333995986894488439e+01,-1.911392420170216155e+01,-1.032181137351952671e+01,1.009875010920894312e+01,4.954784332902542054e+00,-1.516899918973241590e+01,1.399959638220075853e+01,5.756930247352280983e-01
-9.348782587988825554e+00,-2.027363323595735523e+01,2.509157799098768038e+01,-2.035702901898175909e+01,-1.188755280080052223e+01,1.188940502601548133e+01,7.633073527648088330e+00,-1.494930711998242856e+01,1.452968043268795562e+01,-1.668640392145669171e+00
-1.469938033928775845e+01,-1.673070027612360011e-01,1.772475396293553374e+01,2.203663857552571770e+01,1.646045578483412086e+01,-1.254569893467758490e+00,1.424086640720751262e+01,1.879186360263964772e+01,1.321462723040290932e+01,-1.442884078068279008e+00
-2.502229406627211716e+01,1.385960220187438274e+01,-2.004755327627697170e+01,6.973111605397678936e+00,-2.650142292601202954e+01,2.350002653863394286e+01,-1.561798221372470596e+00,-1.255011198285854057e+01,-1.588907979529801295e+01,-4.162327257505549660e+00
-1.526900027368830415e+01,4.446319522147390568e-02,1.850777418773228433e+01,2.157652736681167838e+01,1.507044523983020845e+01,1.009096400682348182e+00,1.590195366146170386e+01,1.899455341394515173e+01,1.396960134535937215e+01,-3.521144746799382386e+00
-2.375574463573343209e+01,7.571001004727822448e+00,1.668138856914507073e+01,5.270321113564873983e+00,1.532190627449605813e+01,1.434656219562307555e+01,-1.054811765938441148e+01,1.939978563077038132e+01,-1.216781571449941168e+01,-2.000291034342811614e+01
-1.386375521179599346e+01,5.227588449309051866e-01,2.214726906311543431e+01,1.859898179921255235e+01,1.780231895015709753e+01,7.897063520801668457e-02,1.656313120278414530e+01,2.107013582962674647e+01,1.754907541031873919e+01,-1.224544722740204872e+00
1.278514708531467292e+01,-5.521551492148982554e+00,3.410470396391630743e+00,-6.948368348099658753e+00,2.306393267390739865e+01,-2.161629698432563984e+01,2.009403062134238738e+01,-1.786785772428029162e+01,-1.612899081663945688e+00,-1.528969115400001222e+01
9.844741943811424534e+00,-1.473552177571096244e+00,2.902776445858790577e+00,-5.755777548862845983e+00,2.008003984696536648e+01,-2.176052054584422990e+01,2.018756503455589169e+01,-1.777682116188604766e+01,-5.962467181580661801e+00,-1.649727778710515480e+01
-2.390087408601257835e+01,6.005504239933129540e+00,1.996600740380096539e+01,4.792036320311065190e+00,1.414884159408080322e+01,1.748090021894631363e+01,-1.071498404401217641e+01,2.054324924428995303e+01,-1.058011937784859846e+01,-1.870242616183302076e+01
